L_target,system,ID_mean,ID_std,OOD_mean,OOD_std,L_cert_mean,L_cert_std,n
2.0,duffing,0.01184840538131114,0.0008016741002055087,0.014866902952432013,0.0008042473519721915,1.9727263310310807,0.15338967540225656,5
2.0,pendulum,0.01670882435023262,0.008170332486916513,0.026011294622708087,0.0038183247741776154,1.7035992474275576,0.36781233275403935,5
