lambda_lip,ID_RMSE,OOD_RMSE,L_cert,train_time_s
0.01,0.014381190128841096,0.014291991254026476,3.6783964894552557,6.935441970825195
0.1,0.014381190128841096,0.014291991254026476,3.6783964894552557,5.6935625076293945
1.0,0.014381190128841096,0.014291991254026476,3.6783964894552557,5.383171319961548
10.0,0.014381190128841096,0.014291991254026476,3.6783964894552557,5.955956220626831
