system,model,ID_mean,ID_std,OOD_mean,OOD_std,L_cert_mean,L_cert_std,n
duffing,DeepONet,0.013149784651687774,0.002376156388773332,0.015304359013678404,0.0031191232696907416,,,5
duffing,FNO,0.03239280238809594,0.0008053627586816648,0.045165121091311246,0.0025072894928191503,,,5
duffing,LC-DeepONet,0.011009011932165177,0.000900001184274556,0.013170759654866585,0.000979349535194898,4.122683943221641,0.354082729268429,5
pendulum,DeepONet,0.013326178999942628,0.000728598103265607,0.024189711956952353,0.0005292786819530196,,,5
pendulum,FNO,0.01836818081564635,0.00030394472211664225,0.024553717655812424,0.0005877788500414175,,,5
pendulum,LC-DeepONet,0.013338996908371,0.0008063339812690798,0.02476571246420938,0.00094711361172784,3.367483789703022,0.08138635162029968,5
