seed,epochs,L_cert,eps_L_hat,plant_bound,k_c_safe,M_margin,S_emp_DeepONet,k_c_opt_DeepONet,L_G_true_lower_bound,n_pairs_epsL,sweep_delay_steps,sweep_d_amp
42,100,3.6783964894552557,0.056378502398729324,3.734774991853985,0.24097837271670006,0.09999999999999998,0.2541613280773163,3.541057983951904,0.5204960703849792,256,100,0.05
