L_target,ID_mean,ID_std,OOD_mean,OOD_std,L_cert_mean,L_cert_std,n
1.5,0.011635677966389488,0.0010089337454372456,0.015275119546516802,0.0015042776704266413,1.5256996222263277,0.08030752741702883,5
2.0,0.012324705805279612,0.0014540314087377769,0.01522541998909073,0.0014568854020627151,1.965370118938187,0.1386475675219225,5
2.5,0.016802196047011435,0.006540996698708691,0.019105492590499276,0.006307992826853623,2.1048999512372584,0.3620054803495384,5
3.0,0.011664342794658495,0.0009164816959284312,0.014131790973698238,0.0012665957639638535,2.4628880904961785,0.37777260299489,5
4.0,0.012997594802071558,0.002201637319054912,0.013861082815512727,0.002774563179763808,3.5788967328305192,0.7740113432522591,5
5.0,0.012092456710005148,0.001499693284087088,0.012737509320195628,0.0011256374559693448,3.996682592159169,0.24213833592458062,5
