lambda_dyn,ID_mean,ID_std,OOD_mean,OOD_std,RMSE4s_mean,RMSE4s_std,L_cert_mean,n
0.0,0.012974656418457842,0.003713225545619203,0.014813830359983071,0.004142493350347255,0.1026003093002413,0.0009723620685824865,4.098378496926142,5
0.01,0.011942534304147752,0.000958213669128411,0.012913675588375079,0.0008616395355485068,0.10253318588972257,0.0005913623808234988,4.175652945641707,5
0.1,0.011947000342477723,0.0016522986418221496,0.013477152763904396,0.0009586058568939947,0.10231836120978688,0.00035676703854715464,4.200833605699271,5
1.0,0.012667346985024839,0.00244170551785582,0.013767145344433388,0.0018837696975251817,0.10229313693469393,0.000697834260196492,3.714844892082458,5
