seed,epochs,ID_RMSE,OOD_RMSE,L_cert,eps_L_hat,plant_bound,k_c_safe,M_design_at_k_safe,M_true_at_k_safe,S_emp_DeepONet,k_c_opt_DeepONet,M_design_DeepONet_optimistic,M_true_at_k_opt,L_G_true,L_G_true_4096,M_true_big_at_k_safe,M_true_big_at_k_opt
42,100,0.014381190128841096,0.014291991254026476,3.6783964894552557,0.056378502398729324,3.734774991853985,0.24097837271670006,0.09999999999999998,0.8745717039531907,0.2541613280773163,3.541057983951904,0.09999999999999998,-0.8431067656523228,0.5204960703849792,0.6244850754737854,0.8495126027264616,-1.211337862365255
43,100,0.01128497192534987,0.012799062010324833,3.777138254604137,0.030780380591750145,3.8079186351958874,0.2363495878513439,0.09999999999999998,0.876980968286266,0.2606520354747772,3.4528792317338004,0.09999999999999998,-0.7972100716313493,0.5204960703849792,0.6244850754737854,0.8524032097924554,-1.1562715476311487
44,100,0.011515864059617601,0.0132654730311904,3.941809915362603,0.03838981315493584,3.980199728517539,0.22611930591111645,0.09999999999999998,0.8823057898350849,0.23851849138736725,3.7732923546726203,0.09999999999999998,-0.9639838430207843,0.5204960703849792,0.6244850754737854,0.8587918681820165,-1.3563647608923888
45,100,0.012672023548676628,0.013370064960511751,3.8193552287241315,0.03349578380584717,3.8528510125299786,0.23359325265188857,0.09999999999999998,0.8784156299262463,0.2519204020500183,3.5725570167250953,0.09999999999999998,-0.8595018884316967,0.5204960703849792,0.6244850754737854,0.8541244999875184,-1.2310085382239726
46,100,0.010090561466575972,0.011561724407813752,3.85421421739816,0.03725356608629227,3.8914677834844524,0.23127520259055892,0.09999999999999998,0.8796221658741241,0.25691625475883484,3.50308703061557,0.09999999999999998,-0.8233430336519896,0.5204960703849792,0.6244850754737854,0.8555720876550198,-1.187625568705203
